rank	kanji	kind
2871	蜃	Hyōgai
2872	絃	Jinmeiyō
2873	肴	Jinmeiyō
2874	鰻	Hyōgai
2875	曳	Jinmeiyō
2876	磔	Hyōgai
2877	酎	Jōyō
2878	毬	Jinmeiyō
2879	嘴	Hyōgai
2880	紬	Jinmeiyō
2881	穣	Jinmeiyō
2882	牌	Hyōgai
2883	樺	Jinmeiyō
2884	筑	Jinmeiyō
2885	瀧	Jinmeiyō
2886	窩	Hyōgai
2887	蒐	Jinmeiyō
2888	亘	Jinmeiyō
2889	斡	Jinmeiyō
2890	烙	Hyōgai
2891	虔	Hyōgai
2892	滋	Kyōiku (4th grade)
2893	笥	Hyōgai
2894	壷	Hyōgai
2895	惠	Jinmeiyō
2896	誅	Hyōgai
2897	梶	Jinmeiyō
2898	鍬	Jinmeiyō
2899	湘	Jinmeiyō
2900	硫	Jōyō
2901	蓑	Jinmeiyō
2902	奧	Jinmeiyō
2903	訟	Jōyō
2904	吃	Hyōgai
2905	泪	Hyōgai
2906	楊	Jinmeiyō
2907	梟	Hyōgai
2908	穹	Jinmeiyō
2909	鴻	Jinmeiyō
2910	藉	Hyōgai
2911	黛	Jinmeiyō
2912	柩	Hyōgai
2913	牝	Hyōgai
2914	攘	Hyōgai
2915	餉	Hyōgai
2916	臀	Hyōgai
2917	擢	Jinmeiyō
2918	礁	Jōyō
2919	齎	Hyōgai
2920	憊	Hyōgai
2921	夥	Hyōgai
2922	靱	Hyōgai
2923	竄	Hyōgai
2924	鋳	Jōyō
2925	宏	Jinmeiyō
2926	拵	Hyōgai
2927	楕	Jinmeiyō
2928	竈	Hyōgai
2929	訣	Jinmeiyō
2930	鏃	Hyōgai
2931	國	Jinmeiyō
2932	迄	Jinmeiyō
2933	叢	Jinmeiyō
2934	晰	Hyōgai
2935	誹	Hyōgai
2936	秦	Jinmeiyō
2937	繡	Jinmeiyō
2938	僻	Hyōgai
2939	憬	Jōyō
2940	朕	Jōyō
2941	箪	Hyōgai
2942	齟	Hyōgai
2943	齬	Hyōgai
2944	訛	Hyōgai
2945	臍	Hyōgai
2946	腱	Hyōgai
2947	蛸	Hyōgai
2948	墳	Jōyō
2949	遁	Jinmeiyō
2950	恫	Hyōgai
2951	姜	Hyōgai
2952	跋	Hyōgai
2953	燎	Jinmeiyō
2954	埠	Hyōgai
2955	輌	Hyōgai
2956	逗	Jinmeiyō
2957	罅	Hyōgai
2958	囓	Hyōgai
2959	簒	Hyōgai
2960	倶	Hyōgai
2961	涸	Hyōgai
2962	鋸	Jinmeiyō
2963	祉	Jōyō
2964	鼬	Hyōgai
2965	淘	Hyōgai
2966	咬	Hyōgai
2967	莢	Hyōgai
2968	淳	Jinmeiyō
2969	鯱	Hyōgai
2970	蟬	Jinmeiyō
2971	胤	Jinmeiyō
2972	銛	Hyōgai
2973	腋	Hyōgai
2974	扈	Hyōgai
2975	荻	Jinmeiyō
2976	邁	Hyōgai
2977	藝	Jinmeiyō
2978	誑	Hyōgai
2979	誼	Jinmeiyō
2980	燼	Hyōgai
2981	舶	Jōyō
2982	啼	Hyōgai
2983	葦	Jinmeiyō
2984	蓬	Jinmeiyō
2985	劒	Hyōgai
2986	疹	Hyōgai
2987	阜	Kyōiku (4th grade)
2988	劉	Jinmeiyō
2989	簀	Hyōgai
2990	疵	Hyōgai
2991	毘	Jinmeiyō
2992	餡	Hyōgai
2993	匣	Hyōgai
2994	桿	Hyōgai
2995	貘	Hyōgai
2996	丞	Jinmeiyō
2997	柘	Jinmeiyō
2998	塹	Hyōgai
2999	韋	Hyōgai
3000	升	Jōyō
3001	魎	Hyōgai
3002	祇	Jinmeiyō
3003	站	Hyōgai
3004	轡	Hyōgai
3005	蛆	Hyōgai
3006	詈	Hyōgai
3007	侭	Hyōgai
3008	堆	Jōyō
3009	闖	Hyōgai
3010	袁	Hyōgai
3011	瘤	Hyōgai
3012	嗄	Hyōgai
3013	斯	Jinmeiyō
3014	纂	Jinmeiyō
3015	葎	Hyōgai
3016	蝿	Hyōgai
3017	謗	Hyōgai
3018	嚥	Hyōgai
3019	氾	Jōyō
3020	蝗	Hyōgai
3021	潟	Kyōiku (4th grade)
3022	餞	Hyōgai
3023	托	Jinmeiyō
3024	竪	Jinmeiyō
3025	勒	Hyōgai
3026	猩	Hyōgai
3027	睾	Hyōgai
3028	饉	Hyōgai
3029	鬨	Hyōgai
3030	帛	Hyōgai
3031	鄙	Hyōgai
3032	楢	Jinmeiyō
3033	諌	Hyōgai
3034	乖	Hyōgai
3035	菅	Jinmeiyō
3036	綜	Jinmeiyō
3037	鍾	Hyōgai
3038	邏	Hyōgai
3039	帖	Jinmeiyō
3040	皓	Jinmeiyō
3041	眦	Hyōgai
3042	魏	Hyōgai
3043	凭	Hyōgai
3044	奸	Hyōgai
3045	而	Jinmeiyō
3046	杓	Hyōgai
3047	撹	Hyōgai
3048	猜	Hyōgai
3049	遵	Jōyō
3050	佩	Hyōgai
3051	鶯	Hyōgai
3052	酊	Hyōgai
3053	酩	Hyōgai
3054	灌	Hyōgai
3055	碍	Hyōgai
3056	咫	Hyōgai
3057	駁	Hyōgai
3058	兇	Hyōgai
3059	鑢	Hyōgai
3060	瑕	Hyōgai
3061	蠕	Hyōgai
3062	炬	Hyōgai
3063	訥	Hyōgai
3064	巽	Jinmeiyō
3065	顚	Jinmeiyō
3066	宋	Jinmeiyō
3067	艘	Hyōgai
3068	惟	Jinmeiyō
3069	閨	Hyōgai
3070	坪	Jōyō
3071	衾	Hyōgai
3072	竺	Jinmeiyō
3073	罷	Jōyō
3074	漿	Hyōgai
3075	墾	Jōyō
3076	滔	Hyōgai
3077	閻	Hyōgai
3078	懊	Hyōgai
3079	騨	Hyōgai
3080	做	Hyōgai
3081	鯖	Hyōgai
3082	饗	Jinmeiyō
3083	茄	Jinmeiyō
3084	嘶	Hyōgai
3085	閂	Hyōgai
3086	埴	Jinmeiyō
3087	杵	Jinmeiyō
3088	沃	Jōyō
3089	鑓	Hyōgai
3090	抓	Hyōgai
3091	囀	Hyōgai
3092	哺	Jōyō
3093	鏖	Hyōgai
3094	亥	Jinmeiyō
3095	鉾	Hyōgai
3096	魍	Hyōgai
3097	砥	Jinmeiyō
3098	痢	Jōyō
3099	寥	Hyōgai
3100	擽	Hyōgai
3101	醬	Jinmeiyō
3102	趨	Hyōgai
3103	揆	Hyōgai
3104	麾	Hyōgai
3105	寅	Jinmeiyō
3106	侠	Hyōgai
3107	燵	Hyōgai
3108	荼	Hyōgai
3109	諺	Jinmeiyō
3110	愴	Hyōgai
3111	璽	Jōyō
3112	紆	Hyōgai
3113	帷	Hyōgai
3114	瀉	Hyōgai
3115	舳	Hyōgai
3116	洸	Jinmeiyō
3117	悄	Hyōgai
3118	撼	Hyōgai
3119	黎	Jinmeiyō
3120	檜	Jinmeiyō
3121	衷	Jōyō
3122	啄	Jinmeiyō
3123	梱	Hyōgai
3124	澹	Hyōgai
3125	晋	Jinmeiyō
3126	藹	Hyōgai
3127	碇	Hyōgai
3128	綽	Hyōgai
3129	膵	Hyōgai
3130	櫃	Hyōgai
3131	醇	Jinmeiyō
3132	欒	Hyōgai
3133	菖	Jinmeiyō
3134	畿	Jōyō
3135	焙	Hyōgai
3136	拌	Hyōgai
3137	犀	Jinmeiyō
3138	吋	Hyōgai
3139	懣	Hyōgai
3140	爾	Jinmeiyō
3141	鬚	Hyōgai
3142	灸	Jinmeiyō
3143	頽	Hyōgai
3144	徽	Jinmeiyō
3145	肚	Hyōgai
3146	鴎	Hyōgai
3147	狒	Hyōgai
3148	黴	Hyōgai
3149	禱	Jinmeiyō
3150	檄	Hyōgai
3151	錨	Hyōgai
3152	捺	Jinmeiyō
3153	毀	Jōyō
3154	租	Jōyō
3155	蜻	Hyōgai
3156	凧	Jinmeiyō
3157	蛭	Hyōgai
3158	禊	Hyōgai
3159	蛉	Hyōgai
3160	邑	Jinmeiyō
3161	傅	Hyōgai
3162	洟	Hyōgai
3163	瓢	Jinmeiyō
3164	籐	Hyōgai
3165	鰹	Hyōgai
3166	峻	Jinmeiyō
3167	螂	Hyōgai
3168	瀟	Hyōgai
3169	誂	Hyōgai
3170	蟷	Hyōgai
3171	鬣	Hyōgai
3172	俸	Jōyō
3173	髯	Hyōgai
3174	盧	Hyōgai
3175	羹	Hyōgai
3176	鰐	Hyōgai
3177	椋	Jinmeiyō
3178	鋲	Hyōgai
3179	恣	Jōyō
3180	瑤	Hyōgai
3181	鏑	Hyōgai
3182	筏	Hyōgai
3183	撓	Hyōgai
3184	玻	Hyōgai
3185	陪	Jōyō
3186	蠣	Hyōgai
3187	丑	Jinmeiyō
3188	漱	Jinmeiyō
3189	噎	Hyōgai
3190	雹	Hyōgai
3191	逼	Hyōgai
3192	斛	Hyōgai
3193	鍮	Hyōgai
3194	濠	Hyōgai
3195	鳰	Hyōgai
3196	剪	Hyōgai
3197	霹	Hyōgai
3198	靂	Hyōgai
3199	廓	Hyōgai
3200	沽	Hyōgai
3201	魯	Jinmeiyō
3202	厠	Hyōgai
3203	喊	Hyōgai
3204	鹼	Hyōgai
3205	剌	Hyōgai
3206	夾	Hyōgai
3207	眈	Hyōgai
3208	襦	Hyōgai
3209	痘	Jōyō
3210	閤	Jinmeiyō
3211	輛	Hyōgai
3212	剋	Hyōgai
3213	卜	Jinmeiyō
3214	磋	Hyōgai
3215	亨	Jinmeiyō
3216	婉	Hyōgai
3217	愾	Hyōgai
3218	鵠	Hyōgai
3219	赫	Hyōgai
3220	隘	Hyōgai
3221	舜	Jinmeiyō
3222	肆	Hyōgai
3223	儒	Jōyō
3224	曙	Jinmeiyō
3225	卍	Hyōgai
3226	倅	Hyōgai
3227	忸	Hyōgai
3228	怩	Hyōgai
3229	註	Jinmeiyō
3230	慾	Hyōgai
3231	獪	Hyōgai
3232	胱	Hyōgai
3233	膀	Hyōgai
3234	渕	Hyōgai
3235	諧	Jōyō
3236	劾	Jōyō
3237	鵬	Jinmeiyō
3238	劈	Hyōgai
3239	溌	Hyōgai
3240	蜀	Hyōgai
3241	蟇	Hyōgai
3242	坤	Hyōgai
3243	倹	Jōyō
3244	褸	Hyōgai
3245	襤	Hyōgai
3246	瀆	Hyōgai
3247	柾	Jinmeiyō
3248	吝	Hyōgai
3249	鐵	Hyōgai
3250	鑿	Hyōgai
3251	刮	Hyōgai
3252	袱	Hyōgai
3253	盥	Hyōgai
3254	萬	Jinmeiyō
3255	謬	Hyōgai
3256	濾	Hyōgai
3257	酪	Jōyō
3258	栃	Kyōiku (4th grade)
3259	仗	Hyōgai
3260	涌	Hyōgai
3261	偲	Jinmeiyō
3262	覿	Hyōgai
3263	濘	Hyōgai
3264	訶	Hyōgai
3265	崑	Hyōgai
3266	崙	Hyōgai
3267	畠	Jinmeiyō
3268	吞	Jinmeiyō
3269	甕	Hyōgai
3270	廠	Hyōgai
3271	魑	Hyōgai
3272	袢	Hyōgai
3273	錘	Jinmeiyō
3274	憺	Hyōgai
3275	卦	Hyōgai
3276	愧	Hyōgai
3277	麹	Hyōgai
3278	辜	Hyōgai
3279	尭	Jinmeiyō
3280	瑣	Hyōgai
3281	偃	Hyōgai
3282	馨	Jinmeiyō
3283	鰭	Hyōgai
3284	按	Jinmeiyō
3285	銜	Hyōgai
3286	熔	Hyōgai
3287	截	Hyōgai
3288	壜	Hyōgai
3289	邯	Hyōgai
3290	鄲	Hyōgai
3291	鑼	Hyōgai
3292	棹	Hyōgai
3293	亦	Jinmeiyō
3294	葺	Jinmeiyō
3295	盪	Hyōgai
3296	歎	Jinmeiyō
3297	峨	Jinmeiyō
3298	倭	Jinmeiyō
3299	槐	Hyōgai
3300	俣	Jinmeiyō
3301	嘱	Jōyō
3302	蝮	Hyōgai
3303	鐙	Hyōgai
3304	蛹	Hyōgai
3305	蕉	Jinmeiyō
3306	吽	Hyōgai
3307	茗	Hyōgai
3308	牆	Hyōgai
3309	鞋	Hyōgai
3310	蘆	Hyōgai
3311	駝	Hyōgai
3312	檬	Hyōgai
3313	檸	Hyōgai
3314	梃	Hyōgai
3315	褻	Hyōgai
3316	繚	Hyōgai
3317	槇	Jinmeiyō
3318	摸	Hyōgai
3319	椰	Jinmeiyō
3320	芭	Jinmeiyō
3321	鸚	Hyōgai
3322	瀑	Hyōgai
3323	蛟	Hyōgai
3324	脹	Jinmeiyō
3325	屏	Hyōgai
3326	𠮟	Jōyō
3327	鵡	Hyōgai
3328	鹵	Hyōgai
3329	薊	Hyōgai
3330	忖	Hyōgai
3331	匕	Hyōgai
3332	蟠	Hyōgai
3333	嵯	Jinmeiyō
3334	烹	Hyōgai
3335	霆	Hyōgai
3336	沱	Hyōgai
3337	滂	Hyōgai
3338	寓	Jinmeiyō
3339	瘡	Hyōgai
3340	訃	Jōyō
3341	厘	Jōyō
3342	畝	Jōyō
3343	譫	Hyōgai
3344	籤	Hyōgai
3345	駱	Hyōgai
3346	鈎	Hyōgai
3347	鴇	Hyōgai
3348	迭	Jōyō
3349	冽	Hyōgai
3350	舅	Hyōgai
3351	詔	Jōyō
3352	匪	Hyōgai
3353	耄	Hyōgai
3354	躅	Hyōgai
3355	躑	Hyōgai
3356	躁	Hyōgai
3357	灘	Jinmeiyō
3358	闢	Hyōgai
3359	髷	Hyōgai
3360	簞	Jinmeiyō
3361	恃	Hyōgai
3362	筵	Hyōgai
3363	虱	Hyōgai
3364	鍼	Hyōgai
3365	浚	Hyōgai
3366	曼	Hyōgai
3367	縊	Hyōgai
3368	聊	Hyōgai
3369	緞	Hyōgai
3370	娩	Jinmeiyō
3371	蜩	Hyōgai
3372	掩	Hyōgai
3373	竟	Hyōgai
3374	箍	Hyōgai
3375	驢	Hyōgai
3376	雉	Hyōgai
3377	衿	Jinmeiyō
3378	縺	Hyōgai
3379	漉	Hyōgai
3380	蕗	Jinmeiyō
3381	幟	Hyōgai
3382	痔	Hyōgai
3383	頚	Hyōgai
3384	匍	Hyōgai
3385	聾	Hyōgai
3386	濛	Hyōgai
3387	臂	Hyōgai
3388	鵞	Hyōgai
3389	坩	Hyōgai
3390	堝	Hyōgai
3391	竃	Hyōgai
3392	棕	Hyōgai
3393	炮	Hyōgai
3394	俱	Jinmeiyō
3395	餮	Hyōgai
3396	饕	Hyōgai
3397	嬰	Hyōgai
3398	桧	Jinmeiyō
3399	隧	Hyōgai
3400	褥	Hyōgai
3401	箝	Hyōgai
3402	皙	Hyōgai
3403	笏	Hyōgai
3404	兌	Hyōgai
3405	棠	Hyōgai
3406	蟄	Hyōgai
3407	笈	Jinmeiyō
3408	炯	Hyōgai
3409	櫚	Hyōgai
3410	埜	Jinmeiyō
3411	榜	Hyōgai
3412	艱	Hyōgai
3413	斂	Hyōgai
3414	嬪	Hyōgai
3415	糠	Hyōgai
3416	臙	Hyōgai
3417	眞	Jinmeiyō
3418	肱	Hyōgai
3419	酋	Hyōgai
3420	聘	Hyōgai
3421	髙	Hyōgai
3422	娑	Hyōgai
3423	箏	Hyōgai
3424	襷	Hyōgai
3425	銚	Hyōgai
3426	瀾	Hyōgai
3427	樟	Jinmeiyō
3428	疚	Hyōgai
3429	誦	Hyōgai
3430	姥	Jinmeiyō
3431	橇	Hyōgai
3432	耀	Jinmeiyō
3433	孺	Hyōgai
3434	掏	Hyōgai
3435	慚	Hyōgai
3436	斟	Hyōgai
3437	牒	Jinmeiyō
3438	鼾	Hyōgai
3439	釉	Jinmeiyō
3440	箕	Jinmeiyō
3441	燗	Hyōgai
3442	槙	Jinmeiyō
3443	畢	Jinmeiyō
3444	俟	Hyōgai
3445	庚	Jinmeiyō
3446	麿	Jinmeiyō
3447	吶	Hyōgai
3448	頤	Hyōgai
3449	賎	Hyōgai
3450	瑶	Jinmeiyō
3451	梧	Jinmeiyō
3452	梵	Hyōgai
3453	痰	Hyōgai
3454	葫	Hyōgai
3455	來	Jinmeiyō
3456	蕃	Jinmeiyō
3457	閾	Hyōgai
3458	槃	Hyōgai
3459	脾	Hyōgai
3460	丙	Jōyō
3461	蕪	Jinmeiyō
3462	涅	Hyōgai
3463	蛤	Hyōgai
3464	剽	Hyōgai
3465	馭	Hyōgai
3466	圃	Jinmeiyō
3467	匐	Hyōgai
3468	薯	Hyōgai
3469	鬩	Hyōgai
3470	鉗	Hyōgai
3471	堡	Hyōgai
3472	已	Jinmeiyō
3473	儺	Hyōgai
3474	麩	Hyōgai
3475	鼎	Jinmeiyō
3476	扁	Hyōgai
3477	恢	Jinmeiyō
3478	谺	Hyōgai
3479	鋤	Hyōgai
3480	輜	Hyōgai
3481	跫	Hyōgai
3482	箭	Hyōgai
3483	毫	Hyōgai
3484	瑜	Hyōgai
3485	浣	Hyōgai
3486	霰	Hyōgai
3487	碩	Jinmeiyō
3488	斤	Jōyō
3489	諮	Jōyō
3490	衒	Hyōgai
3491	鬘	Hyōgai
3492	籾	Jinmeiyō
3493	橿	Hyōgai
3494	筍	Hyōgai
3495	幇	Hyōgai
3496	寨	Hyōgai
3497	袍	Hyōgai
3498	殷	Hyōgai
3499	囂	Hyōgai
3500	譬	Hyōgai
3501	虞	Jōyō
3502	喇	Hyōgai
3503	疱	Hyōgai
3504	薮	Hyōgai
3505	瑙	Hyōgai
3506	瑪	Hyōgai
3507	沓	Jinmeiyō
3508	趙	Hyōgai
3509	韜	Hyōgai
3510	叭	Hyōgai
3511	婢	Hyōgai
3512	嫂	Hyōgai
3513	擾	Hyōgai
3514	蚓	Hyōgai
3515	蚯	Hyōgai
3516	麝	Hyōgai
3517	款	Jōyō
3518	奕	Hyōgai
3519	鸞	Hyōgai
3520	韮	Hyōgai
3521	罐	Hyōgai
3522	饐	Hyōgai
3523	孟	Jinmeiyō
3524	欝	Hyōgai
3525	蝸	Hyōgai
3526	畦	Hyōgai
3527	鉦	Hyōgai
3528	撞	Jinmeiyō
3529	謄	Jōyō
3530	濱	Hyōgai
3531	矩	Jinmeiyō
3532	欅	Hyōgai
3533	顫	Hyōgai
3534	鵲	Hyōgai
3535	敲	Hyōgai
3536	釦	Hyōgai
3537	謔	Hyōgai
3538	魘	Hyōgai
3539	攀	Hyōgai
3540	抄	Jōyō
3541	颶	Hyōgai
3542	蛋	Hyōgai
3543	沐	Hyōgai
3544	磊	Hyōgai
3545	儕	Hyōgai
3546	惡	Jinmeiyō
3547	喀	Hyōgai
3548	羆	Hyōgai
3549	倆	Hyōgai
3550	允	Jinmeiyō
3551	蕁	Hyōgai
3552	乎	Jinmeiyō
3553	凋	Hyōgai
3554	枳	Hyōgai
3555	獺	Hyōgai
3556	奄	Jinmeiyō
3557	嫣	Hyōgai
3558	拿	Hyōgai
3559	鰯	Jinmeiyō
3560	絽	Hyōgai
3561	萱	Jinmeiyō
3562	會	Hyōgai
3563	莞	Jinmeiyō
3564	酉	Jinmeiyō
3565	蚤	Hyōgai
3566	瞋	Hyōgai
3567	窶	Hyōgai
3568	緘	Hyōgai
3569	腥	Hyōgai
3570	蕨	Jinmeiyō
3571	緬	Hyōgai
3572	綯	Hyōgai
3573	什	Hyōgai
3574	寇	Hyōgai
3575	鉋	Hyōgai
3576	驀	Hyōgai
3577	框	Hyōgai
3578	穽	Hyōgai
3579	縒	Hyōgai
3580	擂	Hyōgai
3581	諳	Hyōgai
3582	杳	Hyōgai
3583	蹙	Hyōgai
3584	鮨	Hyōgai
3585	胚	Hyōgai
3586	驟	Hyōgai
3587	冨	Jinmeiyō
3588	廿	Jinmeiyō
3589	鱒	Jinmeiyō
3590	懦	Hyōgai
3591	堺	Jinmeiyō
3592	渠	Hyōgai
3593	頒	Jōyō
3594	閏	Jinmeiyō
3595	潑	Hyōgai
3596	寞	Hyōgai
3597	虻	Hyōgai
3598	踝	Hyōgai
3599	恙	Hyōgai
3600	莱	Hyōgai
3601	楡	Hyōgai
3602	胛	Hyōgai
3603	籃	Hyōgai
3604	拇	Hyōgai
3605	諤	Hyōgai
3606	篩	Hyōgai
3607	聯	Hyōgai
3608	刳	Hyōgai
3609	骰	Hyōgai
3610	軛	Hyōgai
3611	褌	Hyōgai
3612	鎬	Hyōgai
3613	蘊	Hyōgai
3614	犇	Hyōgai
3615	氈	Hyōgai
3616	縹	Hyōgai
3617	恬	Hyōgai
3618	廣	Jinmeiyō
3619	禦	Hyōgai
3620	撻	Hyōgai
3621	獏	Hyōgai
3622	蓙	Hyōgai
3623	鄭	Jinmeiyō
3624	砧	Jinmeiyō
3625	慥	Hyōgai
3626	逍	Hyōgai
3627	俎	Hyōgai
3628	趾	Hyōgai
3629	苫	Hyōgai
3630	淆	Hyōgai
3631	艫	Hyōgai
3632	踞	Hyōgai
3633	鮒	Hyōgai
3634	輻	Hyōgai
3635	貂	Hyōgai
3636	罌	Hyōgai
3637	鑷	Hyōgai
3638	晨	Jinmeiyō
3639	笊	Hyōgai
3640	蝎	Hyōgai
3641	鴛	Hyōgai
3642	鴦	Hyōgai
3643	欣	Jinmeiyō
3644	伜	Hyōgai
3645	秣	Hyōgai
3646	无	Hyōgai
3647	懼	Hyōgai
3648	狢	Hyōgai
3649	畸	Hyōgai
3650	篁	Hyōgai
3651	臑	Hyōgai
3652	坎	Hyōgai
3653	凉	Jinmeiyō
3654	鞴	Hyōgai
3655	矍	Hyōgai
3656	鑠	Hyōgai
3657	茣	Hyōgai
3658	疋	Jinmeiyō
3659	黍	Hyōgai
3660	歿	Hyōgai
3661	芍	Hyōgai
3662	嶮	Hyōgai
3663	嗾	Hyōgai
3664	怙	Hyōgai
3665	夙	Hyōgai
3666	鼈	Hyōgai
3667	鶫	Hyōgai
3668	鐸	Hyōgai
3669	繻	Hyōgai
3670	址	Hyōgai
3671	錚	Hyōgai
3672	龕	Hyōgai
3673	蜷	Hyōgai
3674	尸	Hyōgai
3675	頗	Jinmeiyō
3676	恚	Hyōgai
3677	佗	Hyōgai
3678	搗	Hyōgai
3679	塙	Jinmeiyō
3680	枡	Hyōgai
3681	瓏	Hyōgai
3682	崋	Hyōgai
3683	鎗	Hyōgai
3684	荏	Hyōgai
3685	顏	Hyōgai
3686	糺	Hyōgai
3687	熨	Hyōgai
3688	愈	Hyōgai
3689	抒	Hyōgai
3690	帙	Hyōgai
3691	昵	Hyōgai
3692	戎	Hyōgai
3693	檣	Hyōgai
3694	匁	Jinmeiyō
3695	瓊	Hyōgai
3696	舫	Hyōgai
3697	舂	Hyōgai
3698	桓	Hyōgai
3699	袷	Hyōgai
3700	盒	Hyōgai
3701	紘	Jinmeiyō
3702	掣	Hyōgai
3703	圓	Jinmeiyō
3704	蛞	Hyōgai
3705	蝓	Hyōgai
3706	疸	Hyōgai
3707	邀	Hyōgai
3708	綬	Hyōgai
3709	珪	Hyōgai
3710	鍍	Hyōgai
3711	鬢	Hyōgai
3712	陋	Hyōgai
3713	塒	Hyōgai
3714	扼	Hyōgai
3715	聚	Hyōgai
3716	樅	Hyōgai
3717	瀝	Hyōgai
3718	尹	Hyōgai
3719	菰	Hyōgai
3720	槿	Hyōgai
3721	禰	Jinmeiyō
3722	乍	Hyōgai
3723	擱	Hyōgai
3724	抛	Hyōgai
3725	屛	Hyōgai
3726	仆	Hyōgai
3727	驒	Hyōgai
3728	戈	Hyōgai
3729	擡	Hyōgai
3730	弼	Hyōgai
3731	殭	Hyōgai
3732	壽	Jinmeiyō
3733	鰓	Hyōgai
3734	鷗	Jinmeiyō
3735	飜	Jinmeiyō
3736	綸	Jinmeiyō
3737	脣	Hyōgai
3738	讒	Hyōgai
3739	罫	Hyōgai
3740	茲	Hyōgai
3741	搏	Hyōgai
3742	逓	Jōyō
3743	俥	Hyōgai
3744	潭	Hyōgai
3745	繞	Hyōgai
3746	烟	Hyōgai
3747	呶	Hyōgai
3748	碓	Jinmeiyō
3749	嗇	Hyōgai
3750	旱	Hyōgai
3751	鏝	Hyōgai
3752	麭	Hyōgai
3753	忝	Hyōgai
3754	弑	Hyōgai
3755	紮	Hyōgai
3756	漑	Hyōgai
3757	竣	Jinmeiyō
3758	羌	Hyōgai
3759	蹌	Hyōgai
3760	劍	Jinmeiyō
3761	嫋	Hyōgai
3762	貉	Hyōgai
3763	鈿	Hyōgai
3764	拱	Hyōgai
3765	聲	Hyōgai
3766	闍	Hyōgai
3767	垓	Hyōgai
3768	繃	Hyōgai
3769	欽	Jinmeiyō
3770	踉	Hyōgai
3771	匡	Jinmeiyō
3772	狄	Hyōgai
3773	戊	Jinmeiyō
3774	藷	Hyōgai
3775	廏	Hyōgai
3776	亢	Hyōgai
3777	軻	Hyōgai
3778	疽	Hyōgai
3779	弋	Hyōgai
3780	膾	Hyōgai
3781	匈	Hyōgai
3782	蒻	Hyōgai
3783	蒟	Hyōgai
3784	皹	Hyōgai
3785	髣	Hyōgai
3786	髴	Hyōgai
3787	甜	Hyōgai
3788	羈	Hyōgai
3789	聟	Hyōgai
3790	鮪	Hyōgai
3791	劃	Hyōgai
3792	絣	Hyōgai
3793	撚	Hyōgai
3794	耆	Hyōgai
3795	赭	Hyōgai
3796	埓	Hyōgai
3797	鱧	Hyōgai
3798	愍	Hyōgai
3799	牟	Jinmeiyō
3800	辷	Hyōgai
3801	蕭	Hyōgai
3802	柢	Hyōgai
3803	舘	Hyōgai
3804	莟	Hyōgai
3805	鮑	Hyōgai
3806	瘠	Hyōgai
3807	皴	Hyōgai
3808	羂	Hyōgai
3809	繹	Hyōgai
3810	釵	Hyōgai
3811	崗	Hyōgai
3812	薺	Hyōgai
3813	覯	Hyōgai
3814	瘧	Hyōgai
3815	蒜	Hyōgai
3816	鰌	Hyōgai
3817	桝	Hyōgai
3818	疏	Jinmeiyō
3819	雖	Hyōgai
3820	莵	Hyōgai
3821	俤	Hyōgai
3822	艤	Hyōgai
3823	釧	Jinmeiyō
3824	鞣	Hyōgai
3825	渺	Hyōgai
3826	鯵	Hyōgai
3827	廬	Hyōgai
3828	圀	Hyōgai
3829	侃	Jinmeiyō
3830	廂	Hyōgai
3831	捥	Hyōgai
3832	曠	Hyōgai
3833	渥	Jinmeiyō
3834	號	Hyōgai
3835	婁	Hyōgai
3836	馥	Hyōgai
3837	佞	Hyōgai
3838	寐	Hyōgai
3839	諷	Hyōgai
3840	喬	Jinmeiyō
3841	夭	Hyōgai
3842	鎚	Hyōgai
3843	嶼	Hyōgai
3844	鱸	Hyōgai
3845	彬	Jinmeiyō
3846	稔	Jinmeiyō
3847	鴒	Hyōgai
3848	鶺	Hyōgai
3849	箴	Hyōgai
3850	慙	Hyōgai
3851	覡	Hyōgai
3852	幔	Hyōgai
3853	徂	Hyōgai
3854	徠	Jinmeiyō
3855	顆	Hyōgai
3856	忿	Hyōgai
3857	慊	Hyōgai
3858	塑	Jōyō
3859	與	Jinmeiyō
3860	馗	Hyōgai
3861	煖	Hyōgai
3862	誨	Hyōgai
3863	騏	Hyōgai
3864	幀	Hyōgai
3865	悋	Hyōgai
3866	襴	Hyōgai
3867	于	Hyōgai
3868	伶	Jinmeiyō
3869	蚣	Hyōgai
3870	蜈	Hyōgai
3871	翰	Hyōgai
3872	驎	Hyōgai
3873	鯰	Hyōgai
3874	杷	Jinmeiyō
3875	羚	Jinmeiyō
3876	蹈	Hyōgai
3877	艷	Hyōgai
3878	裃	Hyōgai
3879	楷	Jōyō
3880	冰	Hyōgai
3881	杢	Hyōgai
3882	跛	Hyōgai
3883	圖	Hyōgai
3884	莨	Hyōgai
3885	挾	Hyōgai
3886	魃	Hyōgai
3887	晃	Jinmeiyō
3888	濶	Hyōgai
3889	庖	Hyōgai
3890	砒	Hyōgai
3891	筅	Hyōgai
3892	僑	Hyōgai
3893	悖	Hyōgai
3894	諱	Hyōgai
3895	瀞	Hyōgai
3896	溯	Hyōgai
3897	俠	Jinmeiyō
3898	楪	Hyōgai
3899	笙	Jinmeiyō
3900	稗	Hyōgai
3901	筺	Hyōgai
3902	宸	Hyōgai
3903	諄	Jinmeiyō
